,user_id,isbn,book_rating,user,book
3926,278188,0590448331,7.0,1056,2466
3928,278188,0590456490,7.0,1056,2471
3930,278188,0590523562,7.0,1056,2485
3931,278188,0670877514,4.0,1056,2549
3937,278188,0671644459,7.0,1056,2670
3938,278188,0671644475,5.0,1056,2671
3946,278188,0689800975,6.0,1056,2924
3949,278188,0743410181,6.0,1056,3020
3950,278188,0778320022,9.0,1056,3121
3952,278188,0778320065,8.0,1056,3122
3953,278188,0778320286,8.0,1056,3123
3960,278188,080410946X,8.0,1056,3213
3963,278188,0821714600,5.0,1056,3357
3964,278188,0821715402,7.0,1056,3358
3969,278188,0821774638,3.0,1056,3370
3970,278188,082177574X,7.0,1056,3371
3975,278188,1551660679,8.0,1056,3697
3976,278188,1551661586,6.0,1056,3699
3978,278188,1551664992,9.0,1056,3703
3979,278188,1551665220,7.0,1056,3704
3980,278188,1551665344,7.0,1056,3705
3981,278188,1551666960,8.0,1056,3710
3982,278188,1551667487,7.0,1056,3711
3986,278188,1557485534,4.0,1056,3737
3989,278194,0020532105,10.0,1057,16
3990,278194,0060926317,8.0,1057,113
3991,278194,0060958014,7.0,1057,136
3992,278194,0140280553,5.0,1057,336
3993,278194,0156007819,3.0,1057,431
3994,278194,0156011042,7.0,1057,432
3995,278194,0345423135,9.0,1057,787
3997,278194,0375705619,5.0,1057,999
4001,278194,0385334923,7.0,1057,1162
4003,278194,0385498802,4.0,1057,1210
4005,278194,0440212723,9.0,1057,1540
4006,278194,0440241537,7.0,1057,1608
4007,278194,0451209907,5.0,1057,1940
4008,278194,0452284449,8.0,1057,2040
4009,278194,051512219X,4.0,1057,2097
4010,278194,0553582364,6.0,1057,2379
4011,278194,0671683993,8.0,1057,2687
4013,278194,0688177859,9.0,1057,2915
4015,278194,0802139256,6.0,1057,3188
4017,278197,0553574671,7.0,1058,2354
4018,278197,0849937531,9.0,1058,3426
4020,278200,0553268937,7.0,1059,2255
4021,278202,0060198346,3.0,1060,69
4022,278202,014025448X,2.0,1060,324
4023,278202,0312252617,4.0,1060,509
4024,278202,0316102121,5.0,1060,605
4027,278202,0385316925,3.0,1060,1150
4028,278202,0385319568,9.0,1060,1153
4029,278202,0385324057,3.0,1060,1156
4030,278202,0385334710,10.0,1060,1161
4031,278202,0385497466,3.0,1060,1207
4032,278202,0399145060,5.0,1060,1318
4033,278202,0399148019,3.0,1060,1334
4034,278202,0446527017,1.0,1060,1711
4035,278202,0446527130,8.0,1060,1713
4038,278202,0553104039,3.0,1060,2191
4039,278202,0553104047,4.0,1060,2192
4040,278202,0553104136,4.0,1060,2193
4041,278202,0671510126,10.0,1060,2633
4042,278202,0671786458,7.0,1060,2732
4044,278202,068815090X,3.0,1060,2901
4045,278202,0743206029,8.0,1060,2994
4046,278202,0743412761,4.0,1060,3028
4047,278202,1401030270,4.0,1060,3686
4049,278204,8420634158,8.0,1061,4359
4051,278207,0425191028,7.0,1062,1471
4052,278209,0060168862,8.0,1063,52
4053,278209,014011291X,6.0,1063,300
4054,278209,0345392698,7.0,1063,763
4055,278209,0452267455,7.0,1063,2023
4058,278215,0883680661,10.0,1064,3503
4061,278218,0060977493,7.0,1065,147
4063,278218,0140039589,7.0,1065,283
4065,278218,014017513X,9.0,1065,310
4066,278218,0224060198,8.0,1065,456
4067,278218,0349101779,10.0,1065,830
4068,278218,0446672661,7.0,1065,1777
4069,278218,0863695930,5.0,1065,3436
4071,278218,1865080012,6.0,1065,3931
4073,278220,0671003755,8.0,1066,2561
4075,278221,0316031038,10.0,1067,599
4076,278221,0316031046,10.0,1067,600
4077,278221,0316031054,10.0,1067,601
4078,278221,0316779032,10.0,1067,640
4079,278221,0316779075,10.0,1067,642
4082,278221,0440216745,7.0,1067,1546
4084,278221,0446613436,7.0,1067,1772
4086,278221,0553582755,9.0,1067,2383
4088,278221,0671027123,8.0,1067,2598
4089,278221,0671027441,10.0,1067,2601
4091,278221,0722535562,7.0,1067,2970
4092,278221,074341702X,7.0,1067,3029
4093,278221,0743460529,8.0,1067,3050
4098,278221,0804106304,9.0,1067,3210
4099,278221,0840776381,8.0,1067,3398
4102,278221,0871237954,10.0,1067,3447
4103,278221,0874776929,9.0,1067,3458
4106,278221,1556611188,9.0,1067,3732
4107,278221,1556611536,9.0,1067,3733
4108,278221,1556612257,10.0,1067,3734
4109,278221,155661246X,9.0,1067,3735
4110,278221,1576738469,7.0,1067,3862
4114,278221,1589196635,10.0,1067,3893
4116,278221,1889613010,10.0,1067,3961
4122,278238,039480029X,10.0,1068,1269
4124,278243,0156027321,8.0,1069,433
4125,278243,0156711427,8.0,1069,435
4126,278243,0375725784,7.0,1069,1007
4127,278243,0671510053,8.0,1069,2632
4128,278244,0800714083,7.0,1070,3176
4129,278245,3423205903,9.0,1071,4185
4130,278246,0618129030,8.0,1072,2530
4131,278248,080506723X,8.0,1073,3239
4133,278249,3453092880,9.0,1074,4228
4137,278249,3596237874,6.0,1074,4313
4140,278251,044020562X,7.0,1075,1532
4141,278253,0345455916,10.0,1076,822
4142,278253,1565611489,9.0,1076,3804
4143,278254,0671027360,8.0,1077,2600
4145,278255,0062720732,9.0,1078,231
4147,278255,0316926078,4.0,1078,649
4148,278255,0440241162,8.0,1078,1607
4151,278255,0897333659,4.0,1078,3598
4153,278257,0060194596,9.0,1079,66
4154,278257,0060974788,8.0,1079,140
4157,278257,0449912302,5.0,1079,1859
4158,278257,0451153553,8.0,1079,1870
4159,278257,0451170385,9.0,1079,1885
4160,278257,0880299428,5.0,1079,3486
4161,278259,0451163494,9.0,1080,1877
4162,278259,0451173139,10.0,1080,1888
4164,278260,0689821085,5.0,1081,2928
4165,278263,0373218036,8.0,1082,869
4166,278264,8466303316,8.0,1083,4399
4167,278270,0679435549,3.0,1084,2781
4170,278279,0590553232,8.0,1085,2486
4171,278279,1567184693,5.0,1085,3812
4173,278297,0743418719,9.0,1086,3033
4174,278300,0345447832,7.0,1087,810
4175,278302,2070495027,9.0,1088,4022
4176,278307,0375410848,7.0,1089,967
4183,278314,006091291X,5.0,1090,104
4184,278314,0140055932,5.0,1090,286
4185,278314,0140309578,8.0,1090,347
4186,278314,0385319959,7.0,1090,1154
4188,278314,0399146431,7.0,1090,1323
4189,278314,0425181618,5.0,1090,1448
4190,278314,0440414121,8.0,1090,1615
4191,278314,0679445315,7.0,1090,2785
4194,278314,0691017840,4.0,1090,2941
4196,278314,1573221775,2.0,1090,3839
4198,278319,1551667525,8.0,1091,3713
4199,278325,0440214041,7.0,1092,1542
4200,278328,0312202911,7.0,1093,503
4201,278330,0898861411,5.0,1094,3610
4203,278333,0440225701,10.0,1095,1578
4205,278336,0312275420,9.0,1096,515
4209,278342,0671510053,8.0,1097,2632
4213,278342,0743225406,8.0,1097,3004
4218,278345,0061099813,7.0,1098,213
4220,278346,0140444173,10.0,1099,370
4221,278346,0312009941,9.0,1099,485
4224,278346,0345334531,6.0,1099,707
4226,278346,0394484479,9.0,1099,1242
4228,278346,0425185001,7.0,1099,1457
4230,278346,051513287X,6.0,1099,2120
4234,278346,1583226443,8.0,1099,3879
4235,278350,0312195516,9.0,1100,501
4236,278355,1577780728,9.0,1101,3870
4238,278356,0025173251,3.0,1102,18
4239,278356,0028620585,9.0,1102,24
4240,278356,0028629299,8.0,1102,25
4241,278356,0060111011,9.0,1102,46
4242,278356,0060163704,9.0,1102,48
4243,278356,0060551895,5.0,1102,95
4244,278356,006091646X,9.0,1102,108
4245,278356,0062502123,9.0,1102,216
4246,278356,0140167153,8.0,1102,308
4251,278356,0312265859,7.0,1102,512
4252,278356,0312965338,8.0,1102,565
4253,278356,0374270325,9.0,1102,950
4254,278356,0375504044,10.0,1102,979
4255,278356,0385266359,3.0,1102,1135
4257,278356,0439064872,8.0,1102,1486
4258,278356,0439136369,10.0,1102,1494
4259,278356,0439139600,10.0,1102,1496
4260,278356,043935806X,10.0,1102,1512
4261,278356,0440057574,10.0,1102,1516
4262,278356,0446378445,6.0,1102,1692
4263,278356,0446517097,8.0,1102,1700
4264,278356,0446977551,9.0,1102,1788
4265,278356,0517060205,8.0,1102,2135
4268,278356,0671016768,8.0,1102,2575
4270,278356,0688041140,9.0,1102,2893
4271,278356,0688111289,7.0,1102,2896
4272,278356,0761522212,7.0,1102,3087
4273,278356,0762721979,8.0,1102,3089
4274,278356,0786868414,9.0,1102,3153
4275,278356,0802100155,7.0,1102,3182
4276,278356,0814450598,8.0,1102,3347
4277,278356,0842304673,10.0,1102,3401
4279,278356,087795979X,10.0,1102,3478
4280,278356,0884270610,9.0,1102,3509
4281,278356,1567310028,7.0,1102,3813
4282,278356,1853263214,9.0,1102,3916
4283,278357,0064407462,10.0,1103,242
4284,278358,0878332170,6.0,1104,3480
4285,278361,0312957866,9.0,1105,561
4287,278361,0671868691,7.0,1105,2748
4288,278364,0816730091,10.0,1106,3351
4294,278376,0060530103,7.0,1107,89
4296,278378,0471214205,9.0,1108,2048
4297,278388,0786886323,8.0,1109,3159
4298,278389,0752826883,2.0,1110,3073
4299,278390,0375409440,8.0,1111,964
4300,278390,0380730847,7.0,1111,1077
4301,278390,0385313667,7.0,1111,1144
4302,278390,0399147195,7.0,1111,1329
4303,278390,0425182908,4.0,1111,1453
4304,278390,0440236053,7.0,1111,1593
4306,278390,044661257X,8.0,1111,1769
4307,278390,0553569058,9.0,1111,2334
4309,278390,0671027360,7.0,1111,2600
4310,278390,0671683993,10.0,1111,2687
4314,278390,0688152449,7.0,1111,2903
4316,278390,080410753X,9.0,1111,3211
4318,278396,1853260339,7.0,1112,3912
4319,278398,0732257476,8.0,1113,2972
4321,278401,3426600218,9.0,1114,4189
4324,278411,0446608831,8.0,1115,1745
4325,278411,0446610542,8.0,1115,1758
4331,278418,0006542808,5.0,1116,7
4380,278418,0060392185,8.0,1116,77
4516,278418,0140367209,8.0,1116,359
4528,278418,0140546499,6.0,1116,373
4563,278418,0192816071,7.0,1116,439
4648,278418,0307022196,5.0,1116,471
4917,278418,0310912520,10.0,1116,484
4932,278418,0312850131,4.0,1116,541
4936,278418,0312860862,6.0,1116,546
4943,278418,0312923651,6.0,1116,555
4953,278418,0312970234,7.0,1116,569
4983,278418,0321096983,7.0,1116,652
4992,278418,0345300742,8.0,1116,689
5000,278418,0345318617,7.0,1116,699
5006,278418,0345334590,5.0,1116,708
5013,278418,0345352459,7.0,1116,727
5022,278418,0345369335,7.0,1116,739
5041,278418,0345431464,3.0,1116,793
5096,278418,037302973X,6.0,1116,832
5183,278418,0373071388,5.0,1116,839
5194,278418,0373074646,6.0,1116,840
5307,278418,0373106939,4.0,1116,847
5328,278418,0373110138,4.0,1116,848
5331,278418,0373112572,5.0,1116,849
5385,278418,0373117868,5.0,1116,852
5396,278418,0373122772,5.0,1116,856
5445,278418,0373167318,7.0,1116,861
5777,278418,0373708335,6.0,1116,927
5824,278418,037383375X,7.0,1116,938
5842,278418,0375756817,8.0,1116,1018
5886,278418,0380710870,8.0,1116,1058
5929,278418,038097391X,5.0,1116,1120
5950,278418,0385320329,4.0,1116,1155
5985,278418,0394800168,10.0,1116,1267
5990,278418,0394820371,8.0,1116,1271
6101,278418,0395681863,9.0,1116,1284
6112,278418,0399122400,4.0,1116,1296
6114,278418,0399134883,8.0,1116,1301
6133,278418,0425048543,5.0,1116,1361
6155,278418,042513525X,5.0,1116,1397
6158,278418,0425140032,5.0,1116,1402
6181,278418,0425178102,7.0,1116,1438
6186,278418,042518630X,7.0,1116,1460
6331,278418,0440184622,7.0,1116,1527
6346,278418,0440206561,5.0,1116,1533
6349,278418,0440207622,7.0,1116,1535
6419,278418,0440479002,9.0,1116,1623
6427,278418,044056753X,5.0,1116,1629
6429,278418,0440800129,9.0,1116,1631
6463,278418,0441116183,5.0,1116,1652
6469,278418,0441470734,2.0,1116,1657
6477,278418,0445205636,5.0,1116,1663
6514,278418,0446520608,5.0,1116,1704
6532,278418,0446603368,6.0,1116,1728
6592,278418,0449210324,5.0,1116,1815
6625,278418,0451136683,5.0,1116,1867
6643,278418,0451173392,6.0,1116,1889
6747,278418,0515130389,8.0,1116,2111
6749,278418,0515131229,8.0,1116,2115
6770,278418,051788710X,4.0,1116,2148
6841,278418,0553131834,9.0,1116,2199
6856,278418,0553201344,3.0,1116,2206
6857,278418,0553202790,9.0,1116,2208
6885,278418,0553271571,10.0,1116,2257
6894,278418,0553282700,5.0,1116,2279
6911,278418,0553297988,6.0,1116,2297
6912,278418,0553299352,5.0,1116,2299
6947,278418,0553565605,3.0,1116,2331
7011,278418,0590117653,9.0,1116,2422
7297,278418,0590466178,5.0,1116,2474
7447,278418,059088008X,4.0,1116,2497
7523,278418,0671017128,5.0,1116,2576
7526,278418,0671019961,9.0,1116,2579
7556,278418,0671502522,7.0,1116,2630
7580,278418,0671556843,6.0,1116,2651
7592,278418,067160550X,7.0,1116,2656
7608,278418,0671655450,6.0,1116,2676
7613,278418,0671663755,3.0,1116,2680
7642,278418,0671721623,5.0,1116,2701
7674,278418,0671775715,6.0,1116,2728
7808,278418,0684174707,5.0,1116,2847
7814,278418,0684832860,6.0,1116,2862
7817,278418,0684835614,8.0,1116,2864
7878,278418,0689828896,7.0,1116,2932
8019,278418,0786862572,5.0,1116,3144
8036,278418,0800786092,6.0,1116,3179
8082,278418,0812055721,6.0,1116,3264
8089,278418,0812504321,5.0,1116,3268
8091,278418,0812508084,5.0,1116,3274
8092,278418,0812511840,5.0,1116,3277
8096,278418,0812523466,5.0,1116,3294
8099,278418,0812531558,7.0,1116,3301
8100,278418,0812533232,7.0,1116,3308
8104,278418,0812543181,5.0,1116,3319
8212,278418,0821713655,4.0,1116,3356
8216,278418,0821726595,6.0,1116,3360
8303,278418,0848706978,5.0,1116,3424
8316,278418,0865926433,5.0,1116,3441
8337,278418,0871318156,8.0,1116,3448
8370,278418,0880380845,8.0,1116,3487
8378,278418,088184781X,4.0,1116,3496
8383,278418,0886775981,5.0,1116,3537
8442,278418,0898151899,9.0,1116,3600
8574,278418,155882068X,5.0,1116,3763
8668,278418,1569751544,3.0,1116,3827
8700,278418,1570423008,5.0,1116,3831
8864,278422,0060935464,9.0,1117,129
8865,278422,0385475721,8.0,1117,1186
8866,278422,0671027360,6.0,1117,2600
8869,278422,8817853712,10.0,1117,4459
8878,278435,3453146972,9.0,1118,4235
8880,278444,0671723316,7.0,1119,2704
8881,278446,0743418190,6.0,1120,3032
8882,278449,0312978340,8.0,1121,575
8883,278449,0425178781,9.0,1121,1441
8884,278449,0743930142,6.0,1121,3060
8885,278449,0761519858,5.0,1121,3086
8886,278449,1568846010,7.0,1121,3820
8887,278449,1576904423,6.0,1121,3866
8888,278450,0688149596,8.0,1122,2898
8889,278452,0064401324,5.0,1123,235
8894,278459,0451409736,8.0,1124,1956
8895,278461,050552502X,9.0,1125,2077
8897,278461,0843949090,10.0,1125,3415
8899,278465,0440217466,10.0,1126,1548
8901,278469,0316569321,7.0,1127,623
8902,278469,0446679593,6.0,1127,1785
8903,278469,0743237188,7.0,1127,3011
8909,278475,0060185147,7.0,1128,60
8911,278479,0380788683,8.0,1129,1093
8913,278483,0380731851,8.0,1130,1078
8914,278487,0553578693,10.0,1131,2366
8916,278488,0553577867,8.0,1132,2363
8919,278491,0826308252,10.0,1133,3376
8920,278492,0316158720,7.0,1134,610
8921,278500,0425167720,5.0,1135,1419
8922,278501,0486282406,10.0,1136,2062
8936,278510,1853264083,4.0,1137,3917
8937,278512,0152413588,6.0,1138,423
8940,278520,0316693251,8.0,1139,630
8941,278520,0385306148,5.0,1139,1142
8943,278522,0312955006,7.0,1140,558
8945,278522,0425137937,7.0,1140,1399
8946,278522,0440225590,7.0,1140,1577
8947,278522,0515124060,7.0,1140,2101
8951,278522,0553565095,7.0,1140,2330
8953,278522,0743225406,5.0,1140,3004
8954,278522,0786889152,7.0,1140,3161
8955,278524,020140964X,10.0,1141,451
8960,278524,0805035842,10.0,1141,3226
8963,278525,0394820371,10.0,1142,1271
8964,278525,0446518581,8.0,1142,1702
8966,278529,031284879X,7.0,1143,539
8967,278529,0684802899,7.0,1143,2851
8969,278529,0803703724,9.0,1143,3203
8970,278529,0887140963,8.0,1143,3553
8971,278529,0894713477,9.0,1143,3578
8972,278529,1561383074,7.0,1143,3774
8973,278529,1568659040,9.0,1143,3819
8974,278529,1571741097,6.0,1143,3833
8975,278529,1879678012,8.0,1143,3937
8976,278531,1558532315,2.0,1144,3749
8978,278534,044900371X,6.0,1145,1794
8980,278535,0061094129,10.0,1146,202
8988,278535,038079943X,8.0,1146,1098
8994,278535,0425178765,8.0,1146,1440
8995,278535,0425182878,9.0,1146,1452
8998,278535,0440221595,7.0,1146,1562
9002,278535,0446605484,10.0,1146,1735
9003,278535,0446610038,10.0,1146,1754
9004,278535,0446611212,9.0,1146,1761
9005,278535,0449003787,9.0,1146,1795
9007,278535,0449219461,8.0,1146,1828
9008,278535,0553213180,6.0,1146,2220
9009,278535,0553269216,8.0,1146,2256
9016,278536,0312113420,6.0,1147,490
9017,278536,0553106686,8.0,1147,2195
9019,278536,0874778883,6.0,1147,3459
9023,278536,0965693015,9.0,1147,3658
9029,278539,0671017128,9.0,1148,2576
9030,278540,0060937742,1.0,1149,131
9031,278541,0142001740,9.0,1150,395
9032,278541,1931561648,10.0,1150,3985
9034,278543,0446605239,5.0,1151,1734
9035,278543,0553096834,7.0,1151,2190
9036,278543,0679434488,10.0,1151,2780
9038,278543,1576734218,5.0,1151,3860
9041,278545,0425131327,9.0,1152,1394
9042,278545,0440200989,9.0,1152,1529
9046,278545,1887166092,8.0,1152,3956
9047,278550,0028630343,7.0,1153,26
9048,278550,0345339703,10.0,1153,714
9049,278550,0673397394,8.0,1153,2762
9050,278551,0425129586,6.0,1154,1392
9051,278551,044041833X,7.0,1154,1619
9052,278551,0590660543,5.0,1154,2494
9053,278552,0345388879,6.0,1155,761
9054,278552,0385471181,5.0,1155,1181
9055,278552,0553573616,9.0,1155,2345
9056,278552,0671021001,7.0,1155,2582
9057,278552,0671510053,8.0,1155,2632
9058,278552,0679768203,4.0,1155,2829
9059,278552,0684829746,10.0,1155,2861
9060,278554,0060096195,9.0,1156,44
9061,278554,0140292683,8.0,1156,339
9062,278554,0140293450,8.0,1156,342
9063,278554,0152050167,10.0,1156,419
9064,278554,0330375253,8.0,1156,662
9065,278554,0345423097,10.0,1156,786
9066,278554,0385730586,9.0,1156,1229
9069,278554,0439201632,8.0,1156,1498
9070,278554,0439312280,9.0,1156,1509
9071,278554,0446314854,9.0,1156,1670
9073,278554,0752837613,9.0,1156,3074
9074,278554,1853260282,7.0,1156,3911
9075,278556,0671028375,7.0,1157,2604
9080,278561,0446612545,7.0,1158,1768
9083,278563,185813501X,10.0,1159,3926
9084,278563,320375536X,10.0,1159,4126
9085,278563,3257233086,5.0,1159,4149
9095,278563,3492223710,8.0,1159,4258
9097,278563,3548250459,7.0,1159,4286
9102,278563,380520406X,10.0,1159,4329
9104,278565,0060976683,8.0,1160,143
9105,278565,0140069623,8.0,1160,291
9106,278565,0446343439,7.0,1160,1675
9107,278565,0446400009,8.0,1160,1695
9108,278565,0449219399,9.0,1160,1827
9110,278569,0679750533,9.0,1161,2819
9111,278571,8420646032,6.0,1162,4361
9117,278582,0061044725,10.0,1163,179
9118,278582,0061063746,2.0,1163,190
9120,278582,0140277471,9.0,1163,334
9121,278582,0141001976,8.0,1163,382
9122,278582,0226848620,10.0,1163,459
9125,278582,0312957785,7.0,1163,560
9130,278582,0312980140,7.0,1163,579
9131,278582,0312983298,3.0,1163,584
9132,278582,0312983867,7.0,1163,590
9135,278582,0312990456,5.0,1163,594
9136,278582,0312991460,6.0,1163,595
9137,278582,0345348176,8.0,1163,723
9138,278582,0345350499,10.0,1163,726
9139,278582,0345440064,8.0,1163,802
9141,278582,0425163717,7.0,1163,1415
9143,278582,0425190927,7.0,1163,1469
9144,278582,0425191583,8.0,1163,1473
9145,278582,0425193772,5.0,1163,1475
9147,278582,0441478123,10.0,1163,1658
9148,278582,0449003183,8.0,1163,1793
9149,278582,0449206874,8.0,1163,1808
9150,278582,0449217213,8.0,1163,1822
9151,278582,0449221512,8.0,1163,1830
9152,278582,0449223558,9.0,1163,1831
9153,278582,0451202503,10.0,1163,1918
9157,278582,0515136557,8.0,1163,2132
9158,278582,055327239X,8.0,1163,2260
9161,278582,0671001795,8.0,1163,2556
9162,278582,0671877445,8.0,1163,2755
9163,278582,0743406583,7.0,1163,3018
9165,278582,0743480562,6.0,1163,3055
9167,278582,0765344513,6.0,1163,3097
9169,278582,0804109818,8.0,1163,3214
9170,278582,1400034779,10.0,1163,3682
9172,278582,157566254X,10.0,1163,3854
9173,278582,1890208442,8.0,1163,3962
9175,278586,0440224624,3.0,1164,1571
9176,278586,0446606812,5.0,1164,1740
9177,278586,0553575090,8.0,1164,2356
9178,278586,0786889187,7.0,1164,3163
9181,278597,0130454699,10.0,1165,268
9182,278597,1401300057,9.0,1165,3688
9183,278601,0767902890,8.0,1166,3104
9189,278610,0062700227,8.0,1167,229
9190,278615,0525449922,7.0,1168,2156
9192,278620,0688165664,4.0,1169,2912
9193,278621,1550390961,8.0,1170,3693
9195,278633,0060160713,5.0,1171,47
9197,278633,0060987561,10.0,1171,151
9198,278633,0140244824,7.0,1171,319
9199,278633,014028009X,2.0,1171,335
9200,278633,0140296298,7.0,1171,344
9201,278633,0141312378,5.0,1171,389
9202,278633,0142000205,7.0,1171,392
9203,278633,0201095696,9.0,1171,449
9204,278633,0316096199,8.0,1171,604
9205,278633,0316666343,9.0,1171,627
9206,278633,0316899984,7.0,1171,647
9210,278633,0375703063,7.0,1171,992
9214,278633,0385512147,7.0,1171,1223
9217,278633,0393045900,9.0,1171,1235
9219,278633,0425178900,8.0,1171,1442
9220,278633,0439324599,9.0,1171,1511
9222,278633,0440226430,9.0,1171,1582
9223,278633,0440514428,9.0,1171,1628
9226,278633,0446679593,8.0,1171,1785
9227,278633,0449907481,6.0,1171,1852
9228,278633,0451163524,5.0,1171,1878
9230,278633,0451408535,7.0,1171,1952
9231,278633,0452273749,1.0,1171,2027
9233,278633,0452283221,5.0,1171,2037
9234,278633,0515123536,6.0,1171,2100
9235,278633,0515131083,10.0,1171,2113
9240,278633,0553278355,8.0,1171,2271
9241,278633,0553570870,8.0,1171,2335
9244,278633,0671028014,5.0,1171,2603
9246,278633,0671038184,8.0,1171,2612
9248,278633,0671735594,9.0,1171,2710
9249,278633,0679425268,9.0,1171,2775
9253,278633,0684814994,10.0,1171,2856
9254,278633,0684837986,9.0,1171,2868
9255,278633,0684873796,7.0,1171,2890
9256,278633,0688162827,9.0,1171,2909
9257,278633,0688170528,8.0,1171,2913
9258,278633,0743225082,7.0,1171,3002
9260,278633,0843928395,9.0,1171,3410
9265,278633,1562477544,7.0,1171,3785
9266,278633,1882723007,8.0,1171,3945
9267,278633,1885840055,4.0,1171,3953
9268,278633,1896095186,5.0,1171,3972
9270,278636,0375507299,5.0,1172,983
9274,278637,202054296X,7.0,1173,3992
9276,278637,2020581167,7.0,1173,3994
9280,278637,2070377229,9.0,1173,4004
9283,278637,2253170313,6.0,1173,4066
9289,278637,2877304892,7.0,1173,4119
9291,278641,0553151967,8.0,1174,2205
9292,278641,0765342294,9.0,1174,3094
9295,278641,1550741195,7.0,1174,3695
9300,278645,0060959037,8.0,1175,138
9301,278648,0449225208,5.0,1176,1835
9302,278648,0451182391,5.0,1176,1902
9303,278648,0515109509,5.0,1176,2087
9304,278648,1576731235,5.0,1176,3858
9305,278650,0862321107,9.0,1177,3435
9306,278652,0380820145,7.0,1178,1111
9307,278653,0446606812,6.0,1179,1740
9308,278659,0345330293,10.0,1180,702
9309,278663,0061095052,5.0,1181,204
9310,278663,0061097314,4.0,1181,207
9312,278663,0440223202,10.0,1181,1566
9313,278663,044023574X,7.0,1181,1591
9314,278663,0451182014,3.0,1181,1901
9317,278668,8408022938,5.0,1182,4347
9318,278668,8408044079,5.0,1182,4349
9320,278668,8423322912,5.0,1182,4365
9321,278668,8440644965,5.0,1182,4389
9322,278668,8440662394,5.0,1182,4390
9332,278672,0679731148,7.0,1183,2802
9337,278681,0375704965,7.0,1184,996
9338,278683,0446364495,1.0,1185,1688
9342,278694,0425182215,7.0,1186,1451
9343,278694,042518692X,7.0,1186,1461
9344,278694,0451197674,7.0,1186,1912
9345,278694,0451410017,8.0,1186,1957
9346,278694,0451410785,10.0,1186,1960
9347,278694,0515132039,6.0,1186,2118
9348,278694,0553578227,8.0,1186,2364
9349,278694,074341022X,8.0,1186,3021
9350,278694,0743437802,9.0,1186,3044
9351,278698,0440241073,10.0,1187,1606
9352,278710,0553381903,5.0,1188,2318
9353,278713,0670528951,8.0,1189,2538
9355,278715,0446404136,7.0,1190,1698
9356,278720,0192818252,7.0,1191,441
9358,278720,359625180X,5.0,1191,4314
9360,278721,3596109744,5.0,1192,4297
9364,278723,0446607657,4.0,1193,1741
9368,278724,0679735909,8.0,1194,2807
9372,278732,0786867647,8.0,1195,3151
9373,278732,1865085537,3.0,1195,3932
9374,278740,0446609404,8.0,1196,1749
9377,278750,097162397X,10.0,1197,3671
9378,278752,0440402255,6.0,1198,1612
9379,278755,0385492081,1.0,1199,1200
9380,278759,0945575009,1.0,1200,3650
9381,278760,0399147772,7.0,1201,1333
9384,278767,0553574078,6.0,1202,2347
9398,278772,0312186681,10.0,1203,497
9399,278773,0140270590,7.0,1204,329
9400,278773,0345457374,9.0,1204,823
9401,278773,0380731851,8.0,1204,1078
9402,278773,0553578316,3.0,1204,2365
9411,278777,1583225366,5.0,1205,3878
9412,278778,3442421357,8.0,1206,4200
9416,278782,0553408453,7.0,1207,2319
9418,278782,0860680649,5.0,1207,3433
9420,278786,0399146164,6.0,1208,1322
9426,278798,0316284955,7.0,1209,616
9428,278798,0786868015,7.0,1209,3152
9431,278800,0312995423,9.0,1210,597
9433,278807,0449223612,10.0,1211,1832
9436,278818,0064405788,10.0,1212,240
9437,278818,0743400526,9.0,1212,3014
9439,278820,0399135790,3.0,1213,1302
9441,278824,0671014188,6.0,1214,2570
9442,278825,0805047379,5.0,1215,3228
9443,278828,0671014196,8.0,1216,2571
9444,278831,0449205193,10.0,1217,1807
9445,278832,155874262X,10.0,1218,3752
9446,278832,1558745718,10.0,1218,3758
9447,278832,1558747109,10.0,1218,3760
9448,278836,0312983867,8.0,1219,590
9457,278843,0060173289,9.0,1220,55
9458,278843,0060517794,7.0,1220,87
9463,278843,014028009X,8.0,1220,335
9465,278843,0142000205,9.0,1220,392
9475,278843,0385260075,8.0,1220,1133
9477,278843,0399146431,9.0,1220,1323
9479,278843,0435120425,7.0,1220,1480
9480,278843,0440211263,7.0,1220,1538
9485,278843,0553274503,8.0,1220,2265
9487,278843,0590045296,10.0,1220,2417
9489,278843,059035342X,8.0,1220,2431
9495,278843,0679412956,8.0,1220,2769
9498,278843,0689818904,7.0,1220,2927
9500,278843,0743525493,7.0,1220,3059
9503,278843,0767902890,9.0,1220,3104
9504,278843,0786881852,8.0,1220,3156
9507,278843,082301200X,6.0,1220,3373
9513,278843,1561580880,7.0,1220,3777
9520,278844,0345387651,6.0,1221,760
9522,278844,1892597020,6.0,1221,3967
9523,278846,0060809833,8.0,1222,102
9525,278849,0380698439,9.0,1223,1052
9532,278851,0380865610,5.0,1224,1115
9533,278851,0439050006,5.0,1224,1484
9536,278851,0440486599,5.0,1224,1624
9539,278851,067161746X,7.0,1224,2659
9541,278851,0767907566,5.0,1224,3112
9542,278851,0789721260,5.0,1224,3174
9543,278851,0843106743,7.0,1224,3408
9544,278851,0884159221,7.0,1224,3507
9545,278851,0894803700,5.0,1224,3580
9546,278851,0912333022,7.0,1224,3616
9547,278851,0914511211,8.0,1224,3622
9548,278851,1558531025,8.0,1224,3747
9550,278851,1569661057,10.0,1224,3825
